Person,File,Transcription,Pauses
Robin Williams,RobinWilliams_0.wav," He's  a  fascinating  guy.  I  mean,  he's  kind  of  a  quiet  ego  among  large  egos. (pause for 1.2s)  That  was  his  whole  role  during  World  War  II,  dealing  with  Montgomery,  Churchill, (pause for 0.9s)  oh  my  god,  Patton. (pause for 1.2s)  But  he's  also, (pause for 0.5s)  he  has  a  kind  of  a  quiet  strength  too.  Even  capturing  his  voice  is  very  difficult,  I  think,  because  it's  somewhat  high -pitched,  but  at  the  same  time,  it  has  resonance.  So, (pause for 0.6s)  it's  an  interesting  character  for  me. (pause for 0.6s)  It's  not  necessarily  somebody  who  thinks  that  I  write  off  the  bat,  be  playing.  A  lot  of  people  say,  you  could  play  Truman.  Sure. (pause for 1.0s)  But  it's  like,  it  was  a  tough  job  for  me. (pause for 3.2s)  My  mother's  from  the  south,  my  mother  grew  up  in  Paschristian,  which  I  was,  that  wasn't  Louisiana  until  someone  told  me,  that's  Mrs.  Sipis,  we  talked. (pause for 0.8s)  But  it's  the  idea  of,  and  we  talked  about  with  Lee,  that  people  forgotten  how  what  it  was  like  60,  you  know,  or  like  now, (pause for 1.9s)  almost  50  years  ago,  that  what  it  is  like.  And  you're  going,  it  seems  like,  you  know,  50  years  ago,  but  you  realize  how  intense  it  was,  how  violent  it  was,  how  provocative  it  was, (pause for 0.5s)  and  these  changes,  which  now, (pause for 0.8s)  having  a  black  president,  you  go,  that's  kind  of  the  whole  purpose  of  the  script.  So,  do  you  remember  what  it  was  like? (pause for 0.7s)  Do  you  remember  how  violent,  and  do  you  remember  the  changes  that  were  made  by  different  presidents,  trying  to,  you  know,  drag  us  into  the  20th  century, (pause for 0.5s)  and  now  into  the  21st  century? (pause for 0.6s)  So,  yeah,  it's...","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Charmian Carr,CharmianCarr_5.wav," The  thing  that  was  shot  on  Sounder  Music  was  my  scene  where  I  am  all  wet  and  come  into  the  window  to  see  Maria.  And  I  was  supposed  to  be  nervous  because  I  didn't  want  her  to  tell  on  me. (pause for 0.6s)  And  so  I  was  nervous  anyway,  so  it  just  worked  to  the  benefit  of  the  film.  And  Julie  Anders  was  so  kind  to  me. (pause for 0.6s)  And  wonderful  with  the  children  she  would  tell  us  jokes  and  she  made  it  much  easier.  In  fact,  when  I  watched  the  new  DVD, (pause for 0.8s)  I  watched  Julie  Anders  segment.  And  at  the  end  of  her  segment,  the  tears  were  rolling  down  my  eyes.  I  mean,  it  was  very  nostalgic. (pause for 0.6s)  The  tears  are  going  to  roll  in  my  eyes  again.  I'm  sorry. (pause for 1.7s)  But  it's  been  a  wonderful,  wonderful.","(pause, (pause, (pause, (pause, (pause"
Charmian Carr,CharmianCarr_15.wav," one  of  those  things  that  I  was  definitely  in  the  right  place  at  the  right  time. (pause for 0.5s)  They  had  actually  been  looking  for  an  actress (pause for 0.7s)  to  play  Lisa  for  months.  They  had  interviewed  in  New  York,  London,  and  LA,  and  couldn't  find  anyone.  They  started  rehearsals  without  Lisa. (pause for 0.6s)  And  my  mother  was  in  Vaudeville,  and  an  agent  friend  of  hers,  Nushi  had  three  daughters, (pause for 0.6s)  and  said,  do  you  have  one  daughter  who's  over  18,  who  looks  16  and  can  sing  and  dance  and  act? (pause for 0.6s)  They  wanted  an  actress  over  18,  because  they  didn't  want  her  to  have  to  go  to  school  on  the  set,  because  the  role  of  Lisa  was  larger  than  that  of  the  other  children,  and  they  didn't  want  to  lose  that  time  every  day. (pause for 0.7s)  So  I  went  in,  I  met  the  casting  agent.  There  was  nobody  there. (pause for 0.8s)  I  couldn't  get  nervous,  and  I  couldn't  compare  myself  to  anyone,  because  there  was  no  one  there,  and  I  didn't  know  about  the  sound  of  music.  I  had  never  seen  the  play, (pause for 0.7s)  and  I  hadn't  really (pause for 0.6s)  been  clamoring  to  be  an  actress.  I  was  working  and  going  to  college  and  saving  money  to  travel. (pause for 1.0s)  And  I  met  with  the  casting  director,  and  he  had  me  come  back  the  next  day, (pause for 0.6s)  and  read  the  16  going  on  17  scene,  which  I  did. (pause for 0.5s)  And  then  he  caught  me  back  again,  and  I  met  the  director  and  read  the  scene  for  him. (pause for 0.5s)  And  then  I  had  to  come  back  the  next  day  to  sing  16  going  on  17. (pause for 0.6s)  And  my  mother  and  father  both  sang.  It's  just  a  genetic  quality  that  I've  inherited.  Our  whole  family  sings. (pause for 0.6s)  So  I  sang  16  going  on  17,  and  then  they  caught  me  back  the  next  day,  and  I  danced  for  the  choreographers,  and  I  had  studied  dance  since  the  time  I  was  four,  so  that  was  the  easy  part  of  it. (pause for 0.5s)  And  I  was  hired,  but  I  was  only  hired  temporarily. (pause for 0.8s)  They  were  afraid  that  my  eyes  were  too  blue,  and  would  not  photograph  well. (pause for 0.5s)  This  was  in  the  days  before  they  could  digitize  anything.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Gale Sayers,galesayers_0.wav," They  do  things  and  they  think  they  run  50  yards,  50  yards  and  they  get  hit  wherever  and  so  this  is  more  to  it  than  it  is.  You  need  to  work  out  and  work  with  your  trainers  and  you  work  with  them. (pause for 0.6s)  People  are  going  to  be  in  your  way  when  you're  running  or  you're  doing  things.  Well,  they  knew  that  they  were  going  to  stop  this  game. (pause for 0.7s)  We  were  going  to  stop  this  game  and  I  knew  that.  I  knew  that  I  would  run  out  there  every  day  and  hustle  my  table  just  to  get  myself  and  she  to  run,  you  know.  You're  running  or  you're  dead.  You  can  bang  me  in  the  face  right  there.  And  so  I  just  hope  these  kids  will  be  soon  to  listen  to  very  rare  things.  Right,  they  think  it  goes  in  5,  6,  2,  3. (pause for 1.8s)  They  can  do  it. (pause for 1.1s)  They're  not  going  to  do  it. (pause for 0.7s)  They're  not  going  to  do  it.  They're  not  going  to  do  it.","(pause, (pause, (pause, (pause, (pause"
Gale Sayers,galesayers_5_2.wav," Well, (pause for 4.4s)  probably,  you  know,  probably  so,  you  know,  they  should  be  right  from  the  books,  you  know,  because,  you  know,  taking  gifts  and  money  on  the  table  and  cars  and  things  like  that,  you  know,  that's  not  what  he,  what  to  the  university  for.  And  he  took  all  this  stuff  and  he  should  admit  it.  And  he,  I,  I  did  it.  I'm  sorry. (pause for 0.5s)  And,  and  it's  too  bad  if,  say,  the  NCAA  did  take  all  those  things  from  him,  all  the  records  and  all  the  games  and  then  they,  they,  they've  taken  a  lot  of  games  from  the  U.S.C.  And  so,  hopefully,  you  know,  they  can  rebuild  their  program,  maybe,  it  can  be  a  long  time  for  them  to  build  their  program,  of  course,  they  can't  play  for  two  years  and,  and,  and  no  games  and  things  like  that, (pause for 0.6s)  it's  going  to  be  very  difficult  for  them.","(pause, (pause, (pause"
Gale Sayers,galesayers_5_1.wav," Well,  you  know,  yeah,  I,  you  know,  I,  I,  I,  I  signed  the  contract  for  25,000  dollars  a  year,  you  know,  and  so,  uh,  and  these  fellows  out  in  the  day  are  turning  away  30  million  dollars  a  year,  why  are  they  doing  that? (pause for 0.7s)  I  don't,  I  don't  understand  them,  you  know,  and, (pause for 0.6s)  you  know,  that,  that,  that,  people  were  just  playing  in  the  1960s,  you  know.  Uh, (pause for 1.0s)  uh,  professionally,  we  made  the  team.  We  made  the  game.  We  made  that  with  the,  for  those  kids,  it's  turning  away  millions  of  dollars.  We  made  the  game  what  it  is  so  they  can  turn  away  that  kind  of  money.  Hey,  hey,  25,000  dollars. (pause for 0.5s)  Hey.","(pause, (pause, (pause, (pause"
Alan Ramsey,alanramsey_10.wav," It  pretty  joins  us  to  one,  Virginia,  I  have  to  say. (pause for 0.6s)  I  have  no  real  love  for  the  two  leaders.  I  think  that  the  poorest  leaders  I've  seen,  and  consequently  we've  seen  the  poorest  campaigns,  it's  all  been  about  prejudice. (pause for 0.8s)  It's  been  about  not  a  debate  about  policy. (pause for 0.9s)  It's  been  about  prejudice,  about  fear,  about  those  sorts  of  things,  attacking  one  another  very,  very  negative  campaigns. (pause for 0.7s)  But  once  again,  by  two  leaders  that  I  had  no  real  support  for,  I  thought  the  two  leaders  that  should  have  been  there,  were  run  in  Turnbull,  and  that  would  have  been  a  genuine  choice  for  the  voters. (pause for 0.6s)  I  think  Gillard  is  an  accident, (pause for 0.7s)  and  I  think  Tony  Abbott  got  there  when  the  Liberal  Party  split.  He  got  the  leadership  by  one  vote,  43 -42. (pause for 0.7s)  God  knows  how  it  happened,  but  I  would  say  that  if  Turnbull  had  been  the  leader,  it  would  have  been  no  contest. (pause for 0.5s)  He  would  have  absolutely  given  Gillard  a  bath  in  this  campaign.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Evelyn Keyes,EvelynKeyes_10.wav," Well,  there's  no  other  way  anymore.  I  mean,  I've  read  Truman  Capote, (pause for 0.9s)  and  I've  read  Erika  Jean. (pause for 1.1s)  And  there's  a  new  era.  I  mean,  there's  no  way  you  could  tell  a  story  without  going  all  out. (pause for 0.7s)  And  I  was  invited  with  money  to  do  the  autobiography. (pause for 0.6s)  And  I  thought,  well, (pause for 0.8s)  Evelyn  Keys,  who  the  hell  is  she?  Who  remembers?  And  if  anybody  remembers,  who  cares? (pause for 0.5s)  So  with  that  half -baked  career  I  had,  that  wasn't  very  interesting. (pause for 0.6s)  And  that  wouldn't  be  much  of  a  story.  So  what  do  I  have  to  offer? (pause for 1.5s)  A  dream. (pause for 0.5s)  It's  an  American  dream  of  a  rather  a  large  number  of  us (pause for 1.1s)  to  go  to  Hollywood  and  be  a  star. (pause for 3.8s)  And  then  what  happens?  You  know,  it  looks  good  from  a  distance. (pause for 0.5s)  And  you  get  there. (pause for 1.6s)  And  how  do  I  clean  this  up?  All  things  break  loose.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Evelyn Keyes,EvelynKeyes_0.wav," to  go  through? (pause for 0.7s)  Well,  I  was  at  a  kind  of,  he  was  on  the  Paramount  lot. (pause for 1.3s)  He  had  his  special  place  over  there. (pause for 1.7s)  You  know,  his  bungalow  where  he  made  pictures  through.  So  I  was  on  the  Paramount  lot,  and  they  had  schools.  I  went  to  all  kinds  of  schools.  I  got  rid  of  the  accent  there.  I  learned  to  act.  They  had  a  stage. (pause for 0.8s)  You  wouldn't  do  whole  plays.  You'd  do  pieces  of  plays.  Right.  So  that's  where  I  went  to  where  we  were  learned.","(pause, (pause, (pause, (pause"
Thomas Dorsey,thomasdorsey_0.wav," I  was  one  of  the  great  blues  men  that  traveled  the  country  over  with  more  raining,  many  of  the  great  singers,  and  got  great  money  for  it. (pause for 1.2s)  And  I've  written  a  wheel  in  the  bay,  and  in  blues  business  I  wrote  over  300.",(pause
Vampiro,Vampiro_0.wav," Because  when  I  got,  I  was  getting  sick,  like  really,  really  sick,  about  four  years  ago,  around  season  three  of  Lucha  Underground,  it  was  really  prevalent  that  I  wasn't, (pause for 0.6s)  I  was  just  deteriorating  and  I  couldn't  figure  out  why. (pause for 1.9s)  And  then  I,  because  in  Mexico  over  the  years,  I  just  couldn't  find  out  why  I  had  this  chronic  pain.  I  mean,  I  knew  because  pro  wrestling  is  not  ballet.  And  my  memory  was  going  and  I  was  just  in  suffering  major  depression. (pause for 1.6s)  And  I  didn't  know  what  was  going  on  and  I  got  diagnosed  with  the  beginning  stages  of  Alzheimer's  and  Parkinson's  because  of  all  the  accidents  and  headshots  and  things  like  that  and  concussions. (pause for 1.7s)  And  I  couldn't  find  the  treatment  that  I  needed  in  Mexico  and  the  stress  of  Mexico  doing  business  in  Mexico,  living  in  the  city  of  32  million  people, (pause for 0.8s)  it  was,  I  had  to  do  something  to  save  my  life  and  because  I  was  dying,  I  had  a  stroke  and  like  I'm,  I'm  in  Spanish  to  say  pre  and  far  to  so  stroke  is  like  not  a  heart  attack,  but  it's  before  the  heart  attack,  right?  Or  it's  kind  of  sure.  So  it  was  like,  I'm  not  ready  to  die  yet.  I  mean,  I  survived  kidnapping,  stabbing  shootings,  gang  life,  this  is  that,  the  other  thing  drug  overdoses  of  life  and  I  was  like,  this  is  impossible  that  I'm  so  happy  to  be  part  of  the  human  race.  It's  going  to  be  taken  away  from  me  because  of  pro  wrestling  and  I  was  like,  no,  I  can't  do  it.  So  I  came  here  because  I'm  determined  to  see  my  daughter  grow  up  and  that  was  my  motivation  to  get  better. (pause for 1.3s)  And  it  luch  on  the  ground.","(pause, (pause, (pause, (pause, (pause, (pause"
Vampiro,Vampiro_5.wav," I  kind  of  grew  up  in  Toronto  and  before  I  left  to  Mexico  City  to  become  a  professional  wrestler, (pause for 0.7s)  I  was  always  dreaming  and  hoping  and  looking  at  the  stars,  trying  to  figure  out  one  day  what  was  going  to  become  of  my  life  and  then  now  to  be  here  today  in  the  position  that  I'm  in  and  to  be  representing  these  companies  and  I  remember  being  a  street  kid  here  in  Toronto  and  now  having  a  television  show  that's  on  the  L -Ray  Network  that's  on  Netflix (pause for 0.9s)  to  be  involved  in  that  kind  of  stuff.  It's  a  little  bit  overwhelming  but  it's  kind  of  neat.","(pause, (pause"
David Milch,DavidMilch_10.wav," So,  how  many  of  you  think  about  writing  as  a  prospective  occupation, (pause for 0.9s)  not  so  many,  huh? (pause for 2.6s)  So  really,  this  is  more  of  a  kind  of, (pause for 0.5s)  it's  like  a  liberal  arts  thing,  right? (pause for 1.9s)  Okay,  well  then, (pause for 0.8s)  I  think  that  maybe  it  would  be  useful  before  plunging  into  the  arcana  of  that  show  to  just  talk  more  generally  about  my  experience  of  the  relationship  between  my  work  and  society  generally,  and  also  the  ideas  of  what  working  in  a  mass  medium  is  for  an  artist,  and  as  opposed  to  say,  you  know,  the  idea  100  years  ago  was  you  were  kind  of  writing  privately,  and,  you  know,  if  5,000  people  read  your  work,  that  it,  you  know,  that  would  be  a  good  deal.  And  there  was  also  kind  of  a  presupposition  about  that  the  reader  of  your  work.","(pause, (pause, (pause, (pause, (pause"
David Milch,DavidMilch_15.wav," after  it  had  been  on  for  a  couple  of  years. (pause for 0.7s)  And  there  was  so  much  about  its  approach,  the  multiple  story  lines, (pause for 0.6s)  to  which  I  gravitated. (pause for 0.7s)  But  I  didn't  feel,  I  felt  that  it  was  a  bit  of  a  sanitized  version  of  what  police  work  was  having  been  incarcerated  myself  on  a  number  of  occasions, (pause for 0.7s)  always  through  false  accusations,  misunderstood. (pause for 3.4s)  And  so  when  I  came  on,  the  first  character  that  I  introduced  was  a  character  named  Sal  Benedetto,  who  was  a  bad  cop, (pause for 1.0s)  who  was  always  beaten  up,  Charlie  Hade,  and  so  on,  and  who  seemed  to  me  to  be  a  more  accurate  representation  of  at  least  one  aspect  of  policing. (pause for 1.2s)  And  he  wound  up,  Benedetto  wound  up  robbing  a  bank,  and  they  send  a  robot  in, (pause for 1.1s)  he  was  hiding  in  the  vault,  and  they  send  a  robot  in,  so  they  can  watch  what  he's  doing.  And  he  starts  beating  the  robot  with  his  fists, (pause for 1.0s)  and  you  know,  he's  a  kind  of  unreconstra,  he's  a  lotite,  you  know,  he  hates  technology,  hates  all  of  it.  Anyway,  in  those  days,  you  couldn't  have  such  a  cop  as  a  regular,  and  they  made  me  kill  him.  But  then,  several  years  later,  I  was  put  in  charge  of  the  show,  and  so  I  brought  the  character  back  as  Bunts,  this  guy.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Greg Fingers Taylor,GregFingersTaylor_10.wav," I  wasn't  born  there.  I  was  born  in  Wichita,  Kansas. (pause for 1.2s)  And  I  was  in  Wichita,  basically,  until  I  was  14  years  old.  I'm  54  now. (pause for 3.6s)  Wichita  was  actually  a  pretty  good  R &B  town  at  that  point.  There  was  a  guy  named  Mike  Finnegan  who  played  the  organ.  It  was  my  hero  who  played  in  B3  organ.  I  just  just  seen  play  all  the  time. (pause for 0.6s)  Lots  of  great  musicians  came  through  Wichita,  R &B  players  like  Sam  and  Dave  and  Wilson  Pickett, (pause for 0.6s)  and  played  the  Caterian  Ballroom  there. (pause for 1.1s)  So  I  finally  moved  to,  before  I  moved  to  from  Wichita, (pause for 0.7s)  I  became  a  big  Beatles  fan. (pause for 0.7s)  I  had  me  in  my  two  compagrees,  Dave  and  Dan.  And  we  tried  everything  to  meet  girls,  you  know?  And  we  joined  the  track  team.  We  weren't  very  good  at  that  and  played  some  baseball  and  we  were  very  good  at  that. (pause for 1.0s)  So  we  began  to  hear  these  Beatles  guys,  Dave,  part  five,  and  a  lot  of  English  invasion  bands  on  the  radio. (pause for 0.8s)  And  they  were  all  basically  R &B -based  units,  you  know  what  I  mean? (pause for 1.1s)  So  I  was  here  in  that,  especially  the  Dave,  part  five.  They  had  a  sax  player,  they  had  a  real  big  sound.  The  drums  were  turned  up  loud. (pause for 0.6s)  And  I  liked  that. (pause for 0.6s)  So  I  formed  a  band  with  my  guys  and  we  met  girls  and  we  had  fun. (pause for 0.9s)  And  I  don't  know  how  good  we  worked  at  the  point,  but  we  sure  loved  the  music  a  lot.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Tony Bennett,TonyBennett_15.wav," Well,  it's  the  art  of  intimate  singing. (pause for 1.2s)  It  was  invented  by  two  people,  Jean  Austin, (pause for 0.7s)  who  made  a  record  called  My  Blue  Heaven  and  made  everybody  run  to  a  record  shop.  He  was  the  first  guy  who  made  everybody  who  said,  I  want  to  buy  that  record.  I  want  to  buy  a  phonograph  player  who  was  the  first  one. (pause for 0.9s)  He  was  forgotten,  but  he  shouldn't  have  been  because  he  really  was  the  first  one  that  made  a  very  big  sensation.  He  made  everybody  open  up  record  shops  that  he  was  the  inventor  of  it,  really. (pause for 0.5s)  They  had  the  reason  for  it. (pause for 0.8s)  He  and  Rico  Coruso  are,  say,  a  victor. (pause for 1.0s)  But  then  Bing  Crosby  was  the  first  singer  who  created  the  art  of  intimate  singing  using  a  microphone, (pause for 0.9s)  you  know,  before  that  all  the  entertainers  and  opera  singers,  you  know,  sang  without  a  microphone. (pause for 0.6s)  And  he  was  the  first  one  to  actually  get  a  microphone  and  kind  of  whisper  intimately  into  the  microphone  and  he  hypnotized  the  whole  world. (pause for 0.6s)  Even  in  Germany,  during  the  war,  they  call  them  their  bingo. (pause for 1.1s)  And  he  was  just  internationally  one,  two  Academy  Awards  and  really  deserved  each  one,  big,  big,  like  one  movie  called  Country  Girl, (pause for 0.7s)  the  other  one  going  my  way. (pause for 0.8s)  And  he  taught  us  all  how  to  make  a  living. (pause for 0.7s)  Who  Bing  Crosby  really  showed  us  how  to...","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Tony Bennett,TonyBennett_0.wav," you  know,  I  was  his  favorite  and  he  was  my  favorite  and  I  couldn't  get  over  it. (pause for 0.7s)  Because  he  was  a  phenomenal  artist,  a  beautiful  singer  and  a  great  person. (pause for 0.6s)  And  did  you,  how  did  you  meet,  do  you  remember  meeting  Frank  Sinatra? (pause for 0.8s)  I  met  him  at  the  Paramount  Theatre. (pause for 0.9s)  I  went  backstage  when  I  had  my  first  two  million  selling  records  because  of  you  and  cold,  cold  heart.","(pause, (pause, (pause, (pause"
Ronan O_Rahilly,ronano_rahilly_15_2.wav," we  discovered  that  there  were  only  two  record  labels  in  the  whole  country, (pause for 0.8s)  E.M.I.  and  Decker. (pause for 1.6s)  And  essentially,  there  was  only  two  hours  a  week  of  any  kind  of  popular  music,  so  for  the  whole  of  the  week  I  remember  with  people  who  just  literally  go  home  to  listen  to  this  magic  amount  of  music. (pause for 0.8s)  And  so  that  unless  you're  with  the  two  established  labels  as  an  artist,  it  was  virtually  impossible  to  get  off  the  ground.","(pause, (pause, (pause"
Ronan O_Rahilly,ronano_rahilly_15_1.wav, is  that  I'm  sitting  there  in  Caroline  House  in  the  heart  of  London  and  the  biggest  reaction  to  Caroline  from  anywhere  on  the  planet  wasn't  from  England  it  was  from  France  the  French  went  berserk  about  Radio  Caroline  I  mean  they  really  went  potty  I  mean  we  had  French  TV  French  magazines  French  newspapers  and (pause for 0.6s)  the  you  know  the  biggest  one  of  the  biggest  movements  this  movement  of  the  that  the  people  who  are  incredibly  enthusiastic  about  it  are  off  the  off -shore  echo  and  all  those  people  and  they  have  their  own  magazine  they  have  boat  trips  out  to  it  and  there's  a  whole  massive  number  of  French  young  French  people  and  all  of  these  people  used  to  come  over  and  visit  Caroline  all  the  vast  and  I  always  I  mean  I  really  I  didn't  understand  it  then  and  I  still  you  know  I  understand  a  bit  more  as  time  has  gone  on  that  the  French  because  they  were  I  mean  the  first  revolution  was  France  you  know  so  you  know  before  the  Russian  Revolution  before  the  Irish  Revolution  before  all  revolutions  and  I  think  you  know  that  the  you  know  must  be  part  of  the  French  character  to  to  to  to  support  you  know  liberty  how  does  it  go  fraternity  liberty  and  equality  I  mean  this  it's  a  it's  a  French  belief,(pause
Omar Sharif,OmarSharif_10.wav," He  is  a  strange  person  because  he  sits  there  and  he  only  exists  when  the  boy  walks  in. (pause for 0.8s)  He  doesn't  talk  to  the  other  customers. (pause for 0.9s)  The  fact  that  the  boy  is  Jewish  and  the  man  is  Muslim  would  be  an  irrelevant  thing  to  the  film.  The  film  is  not  concerned  with  that  problem  at  all  in  itself, (pause for 0.6s)  the  story. (pause for 1.4s)  If  the  Jews  and  the  Israelis  and  the  Palestinians  had  made  peace  already, (pause for 0.6s)  it  would  be  totally  irrelevant,  the  whole  thing. (pause for 0.9s)  But  where  it's  relevant,  it's  because  there  is  all  that  conflict  between  Israelis  and  Palestinians,  because  there  are  other  conflicts  between  Islam  now  and  the  rest  of  the  world. (pause for 0.6s)  We're  going  towards  a  very  dangerous  people  because  we're  cruising  ahead  towards  the  real  war  of  cultures  and  civilizations  and  religion,  and  the  powerful  Western  countries  always  being  on  the  side  of  Israel  against  the  Palestinian.  I'm  not  saying  that. (pause for 0.8s)  You  should,  first  of  all,  before  you  can  solve  the  Palestinian  and  the  Jewish  problem, (pause for 0.5s)  you  have  to  get  rid  of  both  Sharon  and  Arafat  must  go. (pause for 0.5s)  These  are  two  incompatible  people. (pause for 1.0s)  They've  hated  each  other  for  ages. (pause for 0.8s)  They're  not  going  to  start  loving  each  other  now.  They're  not  going  to  make  deals  together.  That's  really...","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Omar Sharif,OmarSharif_0.wav," me,  become  somebody.  I  was  good,  I  could  play  and  all  that, (pause for 0.6s)  but  to  be  with  next  to  him, (pause for 0.7s)  to  be  near  him,  he  made  me  fantastic.  I  used  to  just  sit  with  him  and  he  made  me","(pause, (pause"
Peter Reveen,peterreveen_15.wav," So  he  was  so, (pause for 0.5s)  he  dedicated  his  life  to  a  greater  understanding  of  the  human  mind  based  on  the  scientific  principles  of  the  science  of  applied  suggestion. (pause for 0.7s)  And  he  wanted  to, (pause for 0.6s)  and  back  then,  they  were  making  all  these  crazy  movies  from  Hollywood  that  were  showing  hypnotists, (pause for 0.5s)  these  Sven  Galli  guys  who  take  advantage  of  people  and,  you  know,  enforce  his  will  over  them.  And  it's  nothing, (pause for 0.5s)  it  could  be  no  further  than  from  the  truth.  It's  really  a  cooperation  between  the  hypnotist  and  the  subject  and  the  cooperation  has  to  be  there  to  be  successful.","(pause, (pause, (pause, (pause, (pause"
Jim Neidhart,JimNeidhart_0.wav," WrestleMania  2  was  1987, (pause for 0.8s)  so  kind  of  a  ways  back. (pause for 3.6s)  Over  the  open  raiders  in  1979. (pause for 3.6s)  Those  backaways.","(pause, (pause, (pause"
Jim Neidhart,JimNeidhart_15.wav," happy  with  Andre  the  Giant. (pause for 1.6s)  Now,  in  WrestleMania  2, (pause for 0.9s)  now  when  Brett  and  I  finished  the  thing  up  with  Andre  the  Giant, (pause for 1.1s)  Andre  threw  me  over  the  top  and  I  was  on  the  floor  and  then  Brett  charged  Andre.  Andre  picks  Brett  up  like  this  and  I'm  on  the  floor  looking  up  at  Andre  and  looking  up  at  Brett's  eyes.  Brett's  eyes  are  like  this. (pause for 2.2s)  He's  looking  to  me.  I'm  looking  at  him  like,  well,  you  got  to  be  27  feet  up  there. (pause for 1.4s)  I'll  give  it  a  try. (pause for 1.0s)  And  so  Andre  throws  Brett  on  top  of  me.  I  grab  like  this  and  I  try  to  hold  my  body  straight  and  forget  about  it.  We  just  want  to  bang  him.","(pause, (pause, (pause, (pause, (pause, (pause"
Jim Neidhart,JimNeidhart_10.wav, That  is  a  pretty  big  strong  girl.  She's  done  a  lot  by  herself  and  she's  followed  a  lot  of  advice  like  through  Brad  and  her  grandfather  is  too  hard  and  up  through  the  heart  based  on  the  dungeon  down  there.,
Stella Stevens,StellaStevens_15.wav," this  about  four  years  ago,  I  think,  and  I've  accumulated  a  lot  of  photographs  because  the  collectors  have  given  me  some  and  then  I'm  a  collector  and  also  a  kind  of  a  dealer  in  that  I  always  have  photos  available  for  my  fans  and  every  year  I  try  to  make  a  new  pin -up  because  I'm  one  of  the  top  pin -ups  in  the  world,  and  it's  been  a  difficult  thing  to  be  a  serious  actress  and  a  pin -up  because  they've  got  to  deal  with  both  worlds.  Well,  I  know,  there  are  two  different  worlds,  and  it's  a  funny...",
Iris Murdoch,IrisMurdoch_5.wav," Iwn  ar  ysgwyth  yn  ffordd  am  syddur  i 'n  ten. (pause for 1.1s)  Mae 'n  meddwl  am  gyda  bod  yn  yr  Alban  Pfryn, (pause for 1.8s)  un  hynnyddoedd  y  edrym  gwasllwyr  ar  fotoddyn  a  popatod.  Mae 'r  ffordd  yn 'n  rhywbeth  a  ffordd  a  ffordd  a  ffordd  a  ffordd  a  ffordd.  Mae 'r  gweld  yn  dod  yn  ymrfyrraeth  a  ffordd  yn  ddim.  Mae 'n  ddysgoffr  anwni  ffordd  a  rosterodau  cyshwr. (pause for 1.8s)  Cythrydd  yn  fydd  yn  ystosol 'n  yng  Nghymru  yw 'r  ac  un  ei 'n  gwlim  i  sgoul  o  drafod.  Cythrydd  yn  fydd,  cythrydd  yn  fyddiad  cyfyddiad  cyhoaf.  Cythryd  cyhwn  yn  gysyllis  yna  a  eich  wedi 'i  cyhwn  y  gallu 'r  gwirionedd  amseros.","(pause, (pause, (pause"
Iris Murdoch,IrisMurdoch_10.wav," mae 'ch  ynghyrhu  eich  ffwysbfodd  i  llawer  yn  mewn  i 'n  mynd  hefyd. (pause for 4.6s)  Mae 'n  i 'n  hynny,  mae 'n  mynd  hynny 'n  gwyrddor,  wedi 'r  sylfa  yn  rhywbethod,  ac  mae 'n  yw 'r  mynd  hynny 'n  galiw 'r  hynnydd.  Mae 'n  yn  yw 'n  yw 'n  eu  beth  o 'r  hynny 'n  ymfwstech  o  lefurneud  Ibu, (pause for 0.8s)  Mae 'r  un  na 'r  pwlo  yn  llwllur  a  ni 'n  felly  cymdydd  yw 'r  was  cryn—  ac  rydol  nieu—  rhefnw  yn  llwllur  ac  rydol  yn  llwllur  ac  rydol  a  ni  un  yn  y  cymdydd  yslydd,  ac  rydol  amdeg  am  Olât  rydol  a  ni 'n  y  cymdydd  yslydd  yn  yliad  a  ni  yn  Cymru  yr  ddyth  cymdydd  a  ni  un  yr  ph  bisher  ond  mae  yw  lydol  eto  yn  llwyllus  mae  ar  eu  hyn.  dwi 'r  ox,  o  fe,  defnyddu  hun,  fwyd,  fwyd,  fwyd,  fwyd,  fwyd,  fwyd,  fwyd,  fwyd,  fwyd.","(pause, (pause"
