Person,File,Transcription,Pauses
Peter Fonda,PeterFonda_3.wav," Terry, (pause for 0.6s)  what  a  great  question  because  there's  so  many  cars  and  so  many  freeways  in  the  US  that  it's  a  real  big  bore  to  ride  those  roads. (pause for 0.9s)  So  one  of  my  favorite  rides  was  from  my  ranch  when  I  had  a  ranch  in  Montana, (pause for 0.7s)  I  would  sometimes  ride  down  and  take  every  pass  I  could, (pause for 0.7s)  going  up  sometimes  12,000  feet  and  then  down  and  go  to  a  place  called  Four  Corners,  where  four  states  meet  a  Utah, (pause for 0.9s)  Colorado, (pause for 0.8s)  New  Mexico  and  Arizona. (pause for 0.6s)  They  all  meet  in  one  spot  where  everything  is  straight. (pause for 0.9s)  The  lines  are  all  straight  and  that  is  a  place  where  a  lot  of  people  would  come  for  a  motorcycle  rally  called  Four  Corners  and  I  would  always  love  the  fact  that  I  hadn't  done  this  wild  ride  up  and  down  some  of  the  most  incredible  passes  in  the  United  States  to  get  there. (pause for 0.6s)  That  was  a  lot  of...","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Peter Fonda,PeterFonda_2.wav," He's  my  own  mother  and  parent. (pause for 1.2s)  I  was  determined  to  make  contact  with  him,  to  determine  to  make  contact  with  this  story  very  quiet  midwestern  soul. (pause for 1.3s)  Of  course,  the  weaker  he  got,  the  less  he  could  fight  me  off. (pause for 1.9s)  He  would  turn  away,  and  I  would  just  move  around  and  worry  to  turn  away.  And  just  keep  on  talking,  just  like  a  camera  on  a  dolly.  He  couldn't  miss  me. (pause for 1.1s)  The  last  thing  he  said  to  me,  the  last  full  sentence  he  spoke, (pause for 0.9s)  was,  I  love  you  very  much  son. (pause for 0.9s)  How  could  I -","(pause, (pause, (pause, (pause, (pause, (pause"
Peter Fonda,PeterFonda_1.wav," They  are.  Don't  take  much. (pause for 0.5s)  Well,  paranoia  strikes  deep.  You  know,  I  must  admit,  I'm  paranoid  too.  Not  about  the  CIA, (pause for 0.6s)  ABM,  FBI, (pause for 1.2s)  communist  Catholics,  junkies,  republicans,  and  even  the  members  of  the  L.A.  country  club.","(pause, (pause, (pause"
Michael Gambon,MichaelGambon_2.wav," potter. (pause for 0.6s)  I  don't  know.  I  mean,  I  take  it  for  granted.  I've  done  five  of  these  films.  I  turn  up,  do  my  job,  go  home.  And  last  night  for  last  in  London,  when  we  premiered  it, (pause for 0.6s)  I  got  out  the  limo  driving,  less  the  square.  I  got  out  of  a  4,000  children  screaming  and  then  suddenly  come  aware  of  how  big  this  thing  is.  I  was  frightened.  The  noise  was  deafening,  screaming  and  it  was  raining  and  all  the  kids  were  soaked  through  and  the  autographed  books  were  wet  and  our  pencils  wouldn't  work  for  the  autographed.  And  I  suddenly  felt  overwhelming  compassion  for  everybody. (pause for 0.5s)  So  we  went  along  the  lines  and  Dan's  brilliant.  He  signs  every  book,  you  know,  and  he  did  religiously  and  talks  to  people.  He's  fantastic  with  them,  but  it's  a  risk.","(pause, (pause, (pause"
Michael Gambon,MichaelGambon_3.wav," had  to  audition. (pause for 0.6s)  I  did  audition  months  for  Solorins  and  I  was  20,  something  very  young  and  I  didn't  know  who  he  was. (pause for 1.8s)  And  he  said  to  me,  what  are  you  going  to  do?  And  I  said, (pause for 1.0s)  Richard,  the  third. (pause for 1.8s)  And  anyway,  he  said,  go  back  to  the  end  of  the  room  and  start  the  speech.  And  I  went  back  and  I  got  to  the  end  of  the  room.  I  was  shaking  with  fear  and  I  put  my  hand  around  on  the  column  and  spun  around, (pause for 0.6s)  terrified.  And  I  said,  was  there  a  woman  in  this  nature  wood?  And  with  that,  of  course,  I  cut  my  hand  open  on  the  pole. (pause for 2.1s)  This  was  a  nail  there. (pause for 1.1s)  And  Olivier  came  running  down  to  me  and  said,  oh  God,  what's  happened?  I  said,  it  doesn't  matter.  And  he  gave  me  a  hanky. (pause for 0.6s)  And  he  said,  go  home,  that's  serious.  I  said,  it's  not  serious.  Is  it  just  cut  a  bit?  And  so  he  said,  no,  no,  go  home.  I  wanted  to  go  home.  He  said,  I've  got  to  go  anyway. (pause for 1.1s)  So  I  went  home  and  two  days  later,  I  got  a  phone  call  offering  me...","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Judi Dench,Judi Dench_2.wav," Tas  yydd  rodd 'i  loc  sy 'n  sifr  y  sifr  ni  wedi  awdais  y  lluadau 'i  fawr  alladau  i 'n  ymdaint.azu  pedig  wedi  одной  y  cos,  dit  sy 'n  di***  dr  can  чegethu  ac  wiemat  eu  gylden,  a  a  ddyn  ni,  healedau  iawn  dyf  eiffnw  y  llywau  fyr  wir  at  yma. (pause for 1.6s)  Mae  ddu  yn  â  cael  g  Breatton  Dragon  am,  asi  fill  iawn  i  daun  iawn  i  darwfynau  rhodd  gwlus,  ddyn  ni 'n  awi  ddiennaid,  pan  edryd  wedi  bon  diagramen  y  기다�iawn  si 'n  ym  3deian  os,  sy 'n  ddais  y  φarnael  yn  s  acidau  arall  niith  i 'n  90  aod  mynd  ter  lleso. (pause for 2.2s)  fod  swich  cael  eiwl  hyn  wedi  feda  bod  diwedii  gans  i  ddiodd  yr  Ysgolat.  Dy 'n  hyn. (pause for 1.6s)  Ysgoli  resetid  was  thinking  unstable  вместе  at  wnawed  holidays  yn  ffordd  yn  eior. (pause for 0.7s)  Yma  byddiaeth  sy 'n  ocurreствol  y我ysfodg. (pause for 1.0s)  F  I  anyyd  yn  lot  special,  one  감�awand  bod  yn  sw  Highness  siarau  fwyst  yn  cywedi. (pause for 0.8s)  Mae 'n  ei  cael  yn  cymryd  ei  wneud—awho,  agedd  enwrado. (pause for 2.2s)  Mae 'n  golini 'n  dod  cael  ein  coer  SS  cop  yn  ei. (pause for 1.0s)  Yn  gael,  gorff,  rwythiau  yn  assos,  yn  cael  ei  hwnnau 'n  ymlarf  rwyda 'r  ei.  Mae 'n  rhanais  ymwch  yn  f  Maleyn  Thorwyddolai  yn  sgawr. (pause for 0.7s)  Mae 'n  rhanais  ymlarf  rhanais  i  wneud  ymlarf  rhanais  ymlarf  rhanais  ymlarf  dwi 'n  gael  ai  unrhyw.  Mae 'n  rhanais  yw 'ch  yn  lhyw  ymlarf  rhanais  ymlarf  rhanais  ymlarf  rhanais  ymlarf  rhanais  ymlarf  rhanais  ymlarf  rhanais.  Ina  car.  A  slow  car. (pause for 0.6s)  We  were  furious.  I  was  so  angry.  It  was  he.  Never  spoke.  Never  spoke. (pause for 0.7s)  But  we  had  a  terrible  route  and  we  weren't  speaking.  We  hadn't  spoken  for  a  car.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Judi Dench,Judi Dench_3.wav," year's  birthday, (pause for 1.2s)  Peter  Hall  gave  a  wonderful  party  for  her  at  the  O 'Vick. (pause for 0.7s)  And  many  of  us, (pause for 0.5s)  in  fact,  everybody  that  she  knew,  she  was  a  huge  company, (pause for 0.5s)  did  pieces  of  stuff  that  they'd  done  for  her. (pause for 1.0s)  And  during  the  time  I  was  playing  Cleopatra  at  the  National, (pause for 0.8s)  and  my  great  friend  Tim  Pickett  Smith  was  playing  Octavia  Caesar. (pause for 1.2s)  And  he  had  done  a  part  in  Merrick  in  Jewel  in  the  Crown. (pause for 0.6s)  And  he  had  a  kind  of  leather  hand  that  was  meant  to  be,  you  know,  at  which  he  had  here.  And  often  he  did  this  thing  for  Peggy,  he  did  a  bit  of  it  because  she  was  in  Jewel  in  the  Crown  with  him.  So  he  did  a  bit  of  that.  And  after  the  performance,  I  said  to  Tim,  I  said,  you  know,  there's  something  strangely  kind  of  disturbing  and  sexy  about  your  hand  like  that.  It's  never  had.  And  it  was  fatal  because  the  very  next  night  as  Octavia  Caesar,  he  came  down  all  the  steps  towards  me  as  Cleopatra.  And  suddenly  he  did  this.  And  he  had  this  terrible  leather  glove  on.  That  leather  glove  has  appeared  in  the  most  of  the  plays  I've  been  in  from  Tim. (pause for 1.1s)  And  I've  got  it  back  to  him. (pause for 0.8s)  And  he's  got  it  to  other  actors.  And  they've  all  all  appeared  in  many  of  the  plays  I've  done  ever  since. (pause for 0.6s)  And  that's,  he's  now  a  longer  with  us. (pause for 1.0s)  And  I  think  of  him  often.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Dominic Chianese,DominicChianese_3.wav," my  father  was  a  foreman. (pause for 1.8s)  Right?  And  remember  there's  a  little  thing  friction  about  being  an  actor.  So  I  said,  pop,  can  I  get  off  the  bus? (pause for 3.5s)  More  or  less,  what  for? (pause for 1.5s)  I  said,  for  singing. (pause for 0.8s)  No,  no,  no.  I  said,  no.  I  said,  for  an  audition. (pause for 1.3s)  And  he  said,  what's  that? (pause for 1.8s)  And  I  said,  for  singing. (pause for 1.3s)  And  he  waited  about  eight  seconds  before  he  answered  me. (pause for 0.6s)  I  remember  because  I  can't,  my  heart  was  beating. (pause for 2.5s)  Singing. (pause for 1.8s)  Okay,  I  got  off  the  bus.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Paul Sorvino,PaulSorvino_2.wav," I  just  think  that  some  people  need  to  work  slowly. (pause for 0.8s)  I  need  to  work  quickly. (pause for 0.8s)  And  so  once  I've  done  that,  then  I  will  take  my  specially  handmade  tools  and  then  carve  out  all  these  things.  Then  I  will  keep  looking  and  I'll  keep  turning  and  I'll  go  around  this  side  and  I'll  go  around  that  side  and  move  my  stand. (pause for 0.7s)  And  then  I  will, (pause for 0.6s)  I  don't  like  to  sculpt  more  than  two  or  three  hours  a  day  because  I  put,  I  hardly  can  take  a  break.  Every  time  I  take  a  break,  I  start  to  take  a  break  and  I'm  back  at  it  again.  So  I  really  don't,  it's  pretty  steady.","(pause, (pause, (pause, (pause"
Paul Sorvino,PaulSorvino_3.wav," I'm  an  old  timer. (pause for 1.7s)  I  don't  think  that  these  shows  should  be  turned  into  platforms  for  political  statements. (pause for 0.6s)  It  is  reprehensible  beyond  description  that  women  have  been  treated  in  this  manner. (pause for 0.8s)  You  know,  when  you've  had  a  phenomenal  mother  like  I  had,  you  are  automatically  a  feminist. (pause for 0.7s)  That's  why  I  have  this  wonderful  wife. (pause for 0.9s)  The  reality  is  that  anyone  who  takes  advantage  of  women  should  be  publicly  strangled  and","(pause, (pause, (pause, (pause, (pause"
Philip Glass,PhilipGlass_1.wav," Well,  music  since  I  was  six. (pause for 0.8s)  But  I  began  playing  the  piano  as  a  flutist. (pause for 0.8s)  And  I  played  flute  until  I  was  around  15. (pause for 0.6s)  And  then  I  switched  to  piano  because  I  felt (pause for 0.5s)  I  couldn't  play  enough  music  that  I  wanted  to  play.  That  the  piano,  there's  more  music  written  for  the  piano.  And  I  also  was  thinking  about  writing  music. (pause for 0.5s)  And  I  knew  that  piano  was  going  to  be  a  better  instrument  with  that. (pause for 0.7s)  So  I  guess,  thanks  for  the  question,  how  long  have  you","(pause, (pause, (pause, (pause, (pause, (pause"
Philip Glass,PhilipGlass_3.wav," with  the  new  languages  are,  the  new  languages  are  going  to  help  us  to  live  in  a  different  kind  of  a  world. (pause for 3.9s)  The  things  that's  not  so  positive,  what  do  we  do  all  with  the  waste  material,  what  do  we  do  with  the  jobs  that  are  lost,  it  forces  us  to  change  and  think  about  how  we  love. (pause for 1.5s)  Nothing  can  be  more  special  to  a  culture  than  the  art,  the  painting,  the  poetry, (pause for 0.7s)  the  things  that  express  the  spirit,  the  human  spirit.  We  make  comments  about  our  own  society  and  we  talk  about  the  way  people  live  together,  how  we  use  the  materials  of  life, (pause for 0.6s)  how  we  either  save  the  environment  or  we  destroy  the  environment,  how  we  deal  with  our  education.  All  of  these  are  the  most  interesting  things.  These  are  the  proper  subjects  of  dialogue  and  the  proper  things  of  investigation. (pause for 0.6s)  These  things  will  infect  how  we  actually  live.  There's  another  question  is, (pause for 1.3s)  what  can  our  culture  do, (pause for 0.8s)  can  we  leave  something  for  future  people  and  in  fact  we  do  that  all  the  time. (pause for 0.5s)  The  pyramids  of  Mexico, (pause for 1.1s)  the  pyramids  of  Avigio, (pause for 0.7s)  the  architecture  of  any  ancient  place, (pause for 1.6s)  it  tells  us  a  tremendous  amount  about  what  life  was  like.  A  very  interesting  topic  is  when  you  talk  about  the  life  of  the  city.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Philip Glass,PhilipGlass_2.wav," And  I  just  by  accident,  I  got  a  job  being  a  assistant  on  a  film  score. (pause for 1.4s)  And  in  1965,  I  got  to  remember  that  was  before  the  Beatles  had  gone  to  India.  So  no  one  knew  about  all  this  wonderful  music.  That's  really  how  we  got  to  know  about,  I  mean,  the  general  public.  And  most  of  us  really  got  to  know  about  music, (pause for 0.6s)  non -Western  classical  music.  And  when  I  was  in  a  jewelry  art,  we  never  studied  that  music.  No  one  knew  anything  about  it.  So  suddenly  I  was  thrown  in.","(pause, (pause"
Dionne Warwick,DionneWarwick_3.wav," they've  came  and  still  is  my  second  home. (pause for 1.4s)  I  started  touring  Brazil  in  the  early  60s  and  I  got  to  know  the  country  and  the  people  very  well  and  they  gave  me  an  enormous  embrace. (pause for 0.6s)  You  know,  it's  like  they  just  decided  I  was  their  own  which  I'm  thrilled  about  because  that's  the  way  I  feel  about  them  to  this  very  day. (pause for 1.7s)  I  finished  the  tour  and  I  was  to  leave  the  following  day. (pause for 1.1s)  I  woke  up  and  the  sun  came  up  over  Copacabana  and  the  ocean  was  like, (pause for 1.1s)  wow, (pause for 1.0s)  where  am  I  going? (pause for 1.2s)  I  think  I  have  the  long  yet. (pause for 1.0s)  And  I  remember  vividly,  you've  on  lens  saying  to  me,  you  know,  you're  going  to  live  here. (pause for 1.1s)  I  said,  I  could  never  know.  I  could  live  here.  I  can't  speak  the  language. (pause for 0.6s)  I  love  the  country  of  course,  but  I  could  never  leave  my  country  to  live  here. (pause for 0.6s)  You  said,  yeah,  you  know,  live  here. (pause for 0.9s)  And  I  found  that  afternoon.  I  called  him. (pause for 0.6s)  I  said,  if  I  want,  I  said,  you  got  a  real  situation  anyway. (pause for 2.0s)  And  he  left. (pause for 0.5s)  I  mean,  he  just  got  far. (pause for 0.6s)  I  told  him,  I  said,  you  know,  I...","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Dionne Warwick,DionneWarwick_1.wav," Well, (pause for 0.7s)  I  don't  really  know.  I  think  that  the  fact  that  Harold  David,  whom  I  feel  is  probably  the  master  lyricist  of  all  times, (pause for 0.9s)  wrote  lyrics  that  were, (pause for 0.7s)  and  still  are, (pause for 1.1s)  as  much  a  part  of  everybody's  life  as  anything  there  ever  be, (pause for 0.6s)  he  wrote  to  the  heart. (pause for 0.6s)  He  wrote  about  it,  he  wrote  right  to  it.  So  he  related  totally  to  it. (pause for 1.0s)  Bert  and  his  music  was  so  unorthodox,  and  so  out  of  the  norm, (pause for 0.8s)  that  it  grabbed  attention  immediately.  It  was  something  that  you  did  not  hum  after  hearing  it  for  the  first  time.  You  had  to  listen  to  it  over  and  over  and  over  and  order  to  let  it  grow  on  you,  and  then  it  became  a  part  of  you. (pause for 0.9s)  And  I  was  the  catalyst.  I  was  the  first  in  that  interpreted  both (pause for 0.6s)  and  made  it  palatable  for  the  listening  ear. (pause for 0.5s)  So  we  kind  of  relied  upon  each  other's  abilities  to  do  what  we  did  best  individually  and  collectively. (pause for 1.2s)  And  I  think  that  from  early  we  are  responsible,  and  I  say  it  without  any  reservations,  I  really  did  put  some  really  good  music  at  a  time  when  that  kind  of  music  was  not  selling,  it  was  not  the  norm  of  what  was  considered  pop  music.  It  was  so  different  that  it  had  to  be  paid.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Jimmy Carter,Jimmy carter_2.wav," really  hosted  the  news  reporters  who  poured  in  the  planes  when  I  was  first  running  for  President. (pause for 0.8s)  The  reporters  listened  to  Billy's  funny  stories  and  they  said,  Billy,  aren't  you  very  peculiar?  He  said,  well,  I  have  a  mother  who's  68  years  old  and  in  the  Peace  Court  in  India. (pause for 0.6s)  I  have  a  sister  Ruth  Carter  Stapleton  who's  a  famous  evangelist.  He  said,  a  holy -roly  preacher. (pause for 0.9s)  And  my  sister,  who's  eight  years  older  than  I  am,  spent  all  her  time  on  a  Holy  Davison  motorcycle. (pause for 0.6s)  And  my  brother  thinks  he's  going  to  be  president.  He  said,  I'm  the  only  novel  one  in  the  family.","(pause, (pause, (pause, (pause"
Jimmy Carter,Jimmy carter_3.wav," more  courage,  perhaps,  and  faith,  because  we  can't  avoid  having  faith, (pause for 1.2s)  you  know,  when  we  have  babies,  all  of  us  have  faith  in  our  mothers,  we'll  say. (pause for 0.7s)  And  we  have  some  degree  of  faith  in  ourselves, (pause for 1.1s)  right?  And  we  have  to  have  faith  in  our  close  friends  or  things  that  we  cherish, (pause for 0.5s)  like  the  truth  or  faith  in  education  or  faith  in  America  or  faith  in  whatever  country  we  live  in, (pause for 0.7s)  or  faith  in  freedom. (pause for 0.7s)  So  we  have  faith  in  different  things  that  we  can't  avoid,  but  it  doesn't  take  any  courage  to  have  those  kinds  of  faith.  But  it  takes  courage  to  have  love  for  people  who  are  different  from  you.  It  takes  faith  of  courage  rather  than  to  have  faith  in  people  that  we  consider  to  be  inferior  to  us  or  enemies  of  ours. (pause for 0.6s)  Of  course,  Jesus  says  we  should  love  our  enemies  as  well  as  our  friends  and  have  so -called  agape  love  or  self -sacrificial  love.  Love  for  people  that  are  not  lovable.  Love  for  people  that  don't  love  us  back. (pause for 0.6s)  That  takes  a  lot  of  courage,  I  think.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Joe Pesci,JoePesci_1.wav," You  guys?  No.  Bob  doesn't  play  golf.  As  a  matter  of  fact,  it's  very  funny.  Bob  and  I  had  an  appointment  together  a  year  ago,  and  I  used  to  keep  my  golf  clubs  in  the  hall. (pause for 0.6s)  And  I  would  hear  him,  he'd  come  in  and  I'd  hear  him  giggling, (pause for 0.7s)  you  know,  and  I'd  say,  Bob  said,  you, (pause for 0.6s)  you,  you,  you,  you,  you,  you,  you,  you,  you,  you,  you,  you,  you,  you,  you,  so  I  go  in  the  hall.  What's  the  matter?  He  said,  your  golf  clubs  are  over  by  the  door  over  there.  So  it's  funny  about  that.  I  can't  picture  you  playing  golf.","(pause, (pause, (pause"
Joe Pesci,JoePesci_3.wav," It's  not  hard  to  be  really  good  at  it.  I  appreciate  the  accolades  and  everything,  but  you  can't  be  good  by  yourself.  You  have  to  have  someone  around  you.  Any  actor  here  will  tell  you,  the  better  the  actor  is  around  you,  the  better  you're  going  to  be. (pause for 1.7s)  And  a  lot  of  people  don't  really  realize  this.  I  mean,  sometimes  he  doesn't  realize  how  good  he  really  was  in  those  pictures. (pause for 0.6s)  Casino  was  one  of  my  favorites.  I  mean,  the  scene  in  the  desert,  when  I  rip  his  asshole  apart. (pause for 1.3s)  I  mean,  can  you  imagine  what  it  took  for  him  to  go  like  this  with  his  cigarette? (pause for 4.3s)  This  is  Robert  De  Niro. (pause for 0.5s)  You  don't  rip  his  ass.","(pause, (pause, (pause, (pause, (pause"
Joe Pesci,JoePesci_2.wav," I  owe  Mr.  De  Niro  a  lot,  probably  a  lot  more  than  most  people. (pause for 0.7s)  He  was  very,  very  generous,  and  I  was  really,  I  mean,  it  was  on  Goodfellas,  which  we'll  be  seeing  shortly. (pause for 0.8s)  I  was  stabbing  Frank  Vincent  in  the  trunk, (pause for 0.6s)  and  very  viciously  enjoying  it. (pause for 1.4s)  And  in  between  takes,  I  was  breathing  very  heavily  and  couldn't  wait  to  get  back  in  and  do  it  again. (pause for 3.5s)  And  Bob  kept  looking  at  me.  I  felt  this  presence  staring  at  me,  and  I  looked  at  him  and  I  said,  what's  the  matter?  And  he  said, (pause for 0.6s)  nothing,  nothing. (pause for 3.2s)  I  said,  if  you  don't  tell  me  what  it  is,  I'm  going  to  stab  you  with  the  knife. (pause for 2.2s)  And  he  said,  I  think  you're  going  too  fast  with  the  knife. (pause for 0.5s)  He  said,  you  could  never  get  it  in  and  out  of  the  ribs  that  quick.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Rupert Murdoch,RupertMurdoch_1.wav," done  so  that,  of  course,  must  yes. (pause for 1.4s)  Of  course,  one  enjoys  the  feeling  of  power. (pause for 0.8s)  Although  I'm  just  told  you  there  for  a  minute,  I  think  that  this  creation  of  a  power  and  newspaper  for  providers  can  be  greatly  overdone. (pause for 1.8s)  We  have  certain,  but  we  have  more  responsibility  than  power,  I  think.  The  newspaper  can  create  great  controversies,  stir  up  arguments  within  the  community  discussion, (pause for 0.7s)  can  throw  light  on  injustices, (pause for 0.7s)  just  as  they  can  do  the  opposite,  can  hide  things  and  be  a  great  path  or  evil. (pause for 0.9s)  It's  not  a  perfect  system,  obviously,  but  can  you  think  of  a  better  one? (pause for 1.5s)  I  think  the  important  thing  is  that  there  be  plenty  of  newspapers,  there's  plenty  of  different  people  controlling  them  so  that  there's  a  variety  of  viewpoints,  and  there's  a  choice  for  the  public. (pause for 0.8s)  This  is  the  freedom  of  the  press  that  is  needed. (pause for 0.6s)  Freedom  of  the  press  mustn't  be  one  side,  it's  just  for  a  publisher  to  speak  as  he  plays  us, (pause for 0.5s)  try  and  bully  the  community,  there  must  be  an  alternative. (pause for 1.0s)  And  so  long  as  there  are  alternatives, (pause for 0.7s)  and  I  think  that  the  public's  very  well  protected. (pause for 0.5s)  Certainly  better  protected  than  that  would  be  if  the  whole  thing  was  run  by  a  government  instrument.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Rupert Murdoch,RupertMurdoch_2.wav," Now  I  think  they  come  here  with  greater  determination,  greater  energy  to  come  from  the  new  world  and  they  don't  have  perhaps  the  respect  they  ought  to  have  for  the  rules  of  the  old  world  and  that's  some  breakthrough. (pause for 1.0s)  We  did  things  that  people  said  couldn't  be  done, (pause for 0.6s)  like  have  another  popular  newspaper. (pause for 0.6s)  People  thought  there  was  only  room  for  one  paper,  the  Daily  Mirror. (pause for 0.9s)  We  didn't  listen  to  those  people. (pause for 0.5s)  People  say  it's  not  possible  to  have  more  television.  We  believe  people  will...","(pause, (pause, (pause, (pause, (pause"
Rupert Murdoch,RupertMurdoch_3.wav," Why  every  newspaper  from  the  Washington  Post  who  had  a  little  paper  in  Australia, (pause for 0.7s)  wherever  you  look,  tried  to  get  into  it. (pause for 1.8s)  Britain  was  a  little  different,  although  they  were  in  it  early. (pause for 1.8s)  The  BBC  was  so  omnipresent, (pause for 0.6s)  controlling  of  everything. (pause for 1.4s)  Newspapers  were  slow  to  move  on  television. (pause for 0.7s)  But  it  was  the  common  sense  they  could  do,  and  now  of  course,  first  it  was  to  save  ourselves  and  then  as  we  go  into  it,  it  was  to  create  more  choice,  more  variety. (pause for 0.9s)  We  have  a  lot  of  cable  channels  here  that  go  into  100  million  homes, (pause for 0.6s)  and  some  with  very  big  powerful  audiences  like  Fox  News  and  others  like  our  main  broadcasting  network,  which  goes  out  to  the  whole  110  million  homes  in  America. (pause for 1.4s)  That  doesn't  do  much  news,  but  that's  entertaining. (pause for 1.2s)  The  idea  that  when  we  started  it,  we  thought  there's  room  for  more  choice  than  just  three  networks. (pause for 1.0s)  Now  of  course,  the  problem  is  the  average  home  gets  80  to  100  channels, (pause for 0.7s)  some  more  if  they  pay  extra. (pause for 0.9s)  The  audience  is  being  fragmented, (pause for 0.8s)  so  it's  become  somewhat  quite  a  difficult  business.  If  it's  just  for  cable, (pause for 0.7s)  and  you  can  charge  the  cable  companies  for  carrying  it  for  every  home  they  go  to, (pause for 0.8s)  it's  a  very  good  business.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Michael Dukakis,MichaelDukakis_3.wav," Well,  he  was  no  dope.  I  mean,  I  don't  think  we  do  have  the  latest  revelations  in  his  son's  book  about  the  fact  that  even  while  in  the  White  House,  he  seemed  to  be  showing  signs  of  dementia.  And  by  the  way, (pause for 0.6s)  although  I'm  not  sure  I'd  make  that  diagnosis, (pause for 0.9s)  when  we  governors  met  with  him  in  the  middle  of  the  day,  sometimes,  you'd  wonder  a  little  bit  about  him.  By  evening,  when  we  got  to  dinner  at  the  White  House,  he  was  a  sharpest  attack.  But  there  was  a  kind  of  disconnect  there  occasionally  that  was  pretty  concerning. (pause for 3.0s)  But  I  don't  think  there  was  a  time  when  he  didn't  know  what  was  going  on.  I  mean,  the  fact  of  the  matter  is  that  he  and  his  administration  deliberately  violated  the  law, (pause for 0.6s)  ended  in  negotiations  with  Iran  during  what  was  a  terrible  war  between  Iran  and  Iraq,  where  what  a  million  people  were  killed. (pause for 0.7s)  And  in  the  meantime,  they  were  violating  strict  prohibitions  against  what  they  were  doing  in  Central  America. (pause for 0.8s)  Now,  that's  pretty  serious  stuff. (pause for 1.3s)  And  frankly,  it's  one  of  the  reasons  I  ran  for  the  presidency,  because  I  didn't  have  any  intention.  I'd  never  thought  of  running  for  the  presidency  until  the  Iran  Contra  scandal  hit,  and  then  I  kind  of  looked  at  this  and  I  said,  I  can't  believe  this. (pause for 1.2s)  Some  of  us  have  got  to  go  out  and  see  if  we  can  change  this. (pause for 1.9s)  So  he  knew  what  was  going  on.  I  don't  think  there's  any  question  about  that.","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
Michael Dukakis,MichaelDukakis_1.wav," interesting  question  to  him. (pause for 0.6s)  In  a  political  sense,  I  mean,  thinking  back  on  it,  I'm  not  sure  I  was  aware  of  it  at  the  time. (pause for 1.5s)  My  mother  was  the  more  liberal  of  my  parents.  I  mean,  my  dad  was  a  conservative  guy  who  had  kind  of  made  it  in  his  own.  Both  of  my  folks  had  been  born  abroad  and  came  over  and  he  was  a  wonderful  guy  and  a  great  father  and  a  great  doctor  and  a  very  human  person,  but  very  conservative  politically. (pause for 1.2s)  My  mother  was  a  little  more  liberal,  a  little  more  progressive,  and  I  think  in  a  political  sense  that  probably (pause for 0.5s)  rubbed  off  on  me.  Not  only  that,  but  her  side  of  the  family  was  much  more  political.  I  can  remember  political  debates  around  the  Sunday  dinner  table  when  we'd  visit  with  her  side  of  the  family  that  were  pretty  loud  and  pretty  wild  and  that  usually  didn't  happen.","(pause, (pause, (pause, (pause"
Prince Philip,Prince Philip_3.wav," Obviously,  it's  changed. (pause for 0.8s)  It's  really  corporate  decision,  it's  corporate  taste  as  opposed  to  individual  taste. (pause for 1.1s)  I  mean,  if  you  go  back  to  the  18th  century,  for  instance,  to  make  it  or  the  19th  century, (pause for 1.3s)  all  the  desired  advances  were  really  created  by  individual  taste. (pause for 0.5s)  I  mean  a  wealthy  man  decided  to  do  his  own  thing  and  whereas  now  it's  the  corporate. (pause for 0.5s)  It's  either  a  corporation  or  it's  government  or  it's  local  government  that  does  it. (pause for 0.8s)  So  the  chances  of  really  producing  something  exceptional  are  much  less  because  I  think  it's  the  interaction  between  a  patron  and  a  designer  or  an  architect  that  produces  the  great  things. (pause for 0.5s)  I  think  corporate  relationships  are  much  quite  different.  I  mean  the  end  product  is  different. (pause for 1.1s)  You  go  back  to  the  Great  Exhibition  where  what  the  Prince  Consort  was  trying  to  do  was  try  and  say,  look,  you've  got  to  have  a  marriage  of  art  and  manufacturing  and  engineering  in  order  to  produce  good  stuff.  And  I  think  that  they  then  split  again  and  I  think  they'd  be  gradually  coming  together. (pause for 0.6s)  And  I  think  one  of  the  factors  was  that  companies  used  to...","(pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause, (pause"
